id,text,Not Toxic,Hard to Say,Toxic,Very Toxic,category_卑語,category_差別,category_迷惑行為,category_猥褻,category_出会い・プライバシー侵害,category_違法行為,category_偏向表現,annotation_num
327,このころに比べると随分綺麗になったな,2,0,0,0,0,0,0,0,0,0,0,2
328,宮内庁はさっさと発表しろ,0,1,1,0,0,0,0,0,0,0,1,2
334,駅は通るだろうよ,2,0,0,0,0,0,0,0,0,0,0,2
335,多様性なところほんとにすまん,1,1,0,0,0,0,0,0,0,0,0,2
336,アホのオウムがえし,1,0,1,0,0,0,2,0,0,0,0,2
337,この子,2,0,0,0,0,0,0,0,0,0,0,2
339,それはそれで残念やね,1,1,0,0,0,0,0,0,0,0,0,2
340,あああああなああああたああああああああ,0,0,2,0,0,0,0,0,0,0,0,2
345,これ互角開けるの朝になりそうですね,1,1,0,0,0,0,0,0,0,0,0,2
346,本編書いてもらってから,1,1,0,0,0,0,0,0,0,0,0,2
351,上からじょうろで水でもかけなきゃ再現できないな,1,1,0,0,0,0,0,0,0,0,0,2
353,すまん、一個上と間違えた。,2,0,0,0,0,0,0,0,0,0,0,2
354,コントロール良すぎて草,2,0,0,0,0,0,0,0,0,0,0,2
355,バイエルンがリーグ優勝するくらい,1,1,0,0,0,0,0,0,0,0,0,2
356,とりあえず今は誰かにもこうとるなを引き離して欲しいわ,1,1,0,0,0,0,0,0,1,0,0,2
357,そらこれだけ構って貰えたら居心地良くて住み着くわ,1,1,0,0,0,0,1,0,0,0,0,2
361,国債発行の限界は金額ではなくインフレ率で決まる,1,1,0,0,0,0,0,0,0,0,1,2
363,何度もというか初めて見たが,2,0,0,0,0,0,0,0,0,0,0,2
364,どこ経由で飼おうが自由じゃないかしら,2,0,0,0,0,0,0,0,0,0,0,2
365,豆腐の単位は一斤じゃないって言ってるの,2,0,0,0,0,0,0,0,0,0,0,2
367,低身長のヒールはやばいって,0,0,2,0,0,1,1,0,0,0,0,2
369,それ自分も買ってみたけど音質が悪すぎてお蔵入り,2,0,0,0,0,0,0,0,0,0,0,2
371,そんなの逆に日本でいくらでもやってただろ,1,1,0,0,0,0,0,0,0,0,0,2
372,へいへいブックだけは潰して欲しいの,0,1,1,0,0,0,2,0,0,0,0,2
374,やめやめ,1,1,0,0,0,0,0,0,0,0,0,2
376,まだ騙されとる奴おるんか,0,0,2,0,0,0,2,0,0,0,0,2
381,キレがなさすぎる,0,1,1,0,0,0,1,0,0,0,0,2
382,彼女の友達もかわいかった記憶,2,0,0,0,0,0,0,0,0,0,0,2
384,筋肉があるようには見えないんだよな,2,0,0,0,0,1,0,0,0,0,0,2
385,本,2,0,0,0,0,0,0,0,0,0,0,2
386,ありがと見るわ,2,0,0,0,0,0,0,0,0,0,0,2
387,まぁ日本一のボンボンやしな,1,0,1,0,0,0,1,0,0,0,0,2
388,コロナ爆発してんだから行かれへんやん,1,1,0,0,0,0,0,0,0,0,0,2
393,これ見た事あるな,2,0,0,0,0,0,0,0,0,0,0,2
395,しかし人気ないなあ,1,1,0,0,0,0,0,0,0,0,0,2
398,伝説の宝見つけた少年みたいな反応やめろ,1,1,0,0,0,0,1,0,0,0,0,2
399,「新築の家にはソーラー設置を義務付けます」,1,1,0,0,0,0,0,0,0,0,0,2
400,シングルだるい,1,1,0,0,0,0,0,0,0,0,0,2
401,そしてなぜか迫撃砲である,1,1,0,0,0,0,0,0,0,0,0,2
403,バランスが崩れる,2,0,0,0,0,0,0,0,0,0,0,2
404,撤去作業も映せや,0,2,0,0,1,0,0,0,0,0,0,2
405,ためになった,2,0,0,0,0,0,0,0,0,0,0,2
406,許可取れてるからって所々舐めくさっとるよな,0,0,2,0,1,0,1,0,0,0,0,2
407,また改名しそう,1,1,0,0,0,0,0,0,0,0,0,2
408,トレンド入りしてるの笑う,2,0,0,0,0,0,0,0,0,0,0,2
410,見てないから知らない,2,0,0,0,0,0,0,0,0,0,0,2
413,そうだね,2,0,0,0,0,0,0,0,0,0,0,2
415,こういう養殖じゃないんだよなあ,2,0,0,0,0,0,0,0,0,0,0,2
418,品川駅停電で大混乱よ,2,0,0,0,0,0,0,0,0,0,0,2
419,木だけに,2,0,0,0,0,0,0,0,0,0,0,2
422,最後のひと踏ん張り保守,2,0,0,0,0,0,0,0,0,0,0,2
425,お前も荒らしみたいなもんだよ。,0,0,2,0,0,0,4,0,0,0,0,2
426,なんでなんや,2,0,0,0,0,0,0,0,0,0,0,2
427,だっさ,0,0,2,0,0,0,4,0,0,0,0,2
430,これは不具合修正で報告するしかないと思う,2,0,0,0,0,0,0,0,0,0,0,2
431,ターボはスタートに超加速固有にして,2,0,0,0,0,0,0,0,0,0,0,2
433,ハロウィンはもう終わったんだ,2,0,0,0,0,0,0,0,0,0,0,2
435,うんシャイは公式じゃなくてゴミ箱視点見ろな,0,2,0,0,1,0,1,0,0,0,0,2
437,わかる,2,0,0,0,0,0,0,0,0,0,0,2
440,終わらねぇ,2,0,0,0,0,0,0,0,0,0,0,2
442,はい,2,0,0,0,0,0,0,0,0,0,0,2
443,女子中高生のキャラクターが、温泉地のコンパニオンか何かと混同されてる,2,0,0,0,0,2,0,1,0,0,0,2
446,も乗せてるのかな,2,0,0,0,0,0,0,0,0,0,0,2
449,あと、話しが続かないわねー。とか,2,0,0,0,0,0,0,0,0,0,0,2
455,男でもありだな。ってなる,1,1,0,0,0,0,0,0,0,0,0,2
458,乙です,2,0,0,0,0,0,0,0,0,0,0,2
459,また大人の階段のぼってんのか,1,1,0,0,0,0,0,1,0,0,0,2
461,プロのパイセンに質問,2,0,0,0,0,0,0,0,0,0,0,2
462,確かに,2,0,0,0,0,0,0,0,0,0,0,2
463,ありがとうございました,2,0,0,0,0,0,0,0,0,0,0,2
464,浅いな色々と,1,0,1,0,0,0,1,0,0,0,0,2
465,貧乏人つら,0,2,0,0,0,0,1,0,0,0,0,2
466,手術してたんか先言ってくれや,2,0,0,0,0,0,0,0,0,0,0,2
467,衝撃だわ,2,0,0,0,0,0,0,0,0,0,0,2
468,スペル間違えた,2,0,0,0,0,0,0,0,0,0,0,2
473,好きだねえ人気話,1,1,0,0,0,0,0,0,0,0,0,2
474,民営化しても守ると言ってたんだからな,1,1,0,0,0,0,0,0,0,0,0,2
477,左ふたり草,1,1,0,0,0,0,0,0,0,0,0,2
479,遺伝子残して欲しかったな,1,0,1,0,0,1,0,0,0,0,0,2
480,手かざし,2,0,0,0,0,0,0,0,0,0,0,2
486,御殿場でめっちゃ支持されとるが,2,0,0,0,0,0,0,0,0,0,0,2
487,下手じゃないけどアスク衣装が単純に似合ってない,1,0,1,0,0,0,1,0,0,0,0,2
489,帰らせんなそんな奴,0,1,1,0,0,0,1,0,0,0,0,2
490,そろそろ始まりそう,2,0,0,0,0,0,0,0,0,0,0,2
493,ハゲ弱くなったし、上きつくなったか,0,2,0,0,1,0,0,0,0,0,0,2
497,線が無いから…,2,0,0,0,0,0,0,0,0,0,0,2
498,登場人物の年齢が高すぎる,0,2,0,0,0,1,0,0,0,0,0,2
500,虎屋の羊羹はやっぱり美味しいし貰うと嬉しいわ,2,0,0,0,0,0,0,0,0,0,0,2
509,絶対逃げれない。,2,0,0,0,0,0,0,0,0,0,0,2
511,これで視聴率稼ぐのは無理だろ・・・,1,1,0,0,0,0,0,0,0,0,0,2
512,この番組初めて見たよ,2,0,0,0,0,0,0,0,0,0,0,2
513,個活うれしいよ,1,1,0,0,0,0,0,0,0,0,0,2
514,グラスとハンカチはいいね,2,0,0,0,0,0,0,0,0,0,0,2
516,答えになっとらん,1,1,0,0,0,0,0,0,0,0,0,2
518,ハンサム設定だった,2,0,0,0,0,0,0,0,0,0,0,2
522,テラスハウスも企画した奴が悪い,0,1,1,0,0,0,1,0,0,0,0,2
523,作戦もそうだけど打順も組んでもらおう,2,0,0,0,0,0,0,0,0,0,0,2
524,なんだろう、すごく冗長に感じる,2,0,0,0,0,0,0,0,0,0,0,2
525,いないよ,2,0,0,0,0,0,0,0,0,0,0,2
527,へーフラダンスって手話なんだ,2,0,0,0,0,0,0,0,0,0,0,2
528,いつも暴れてるやつの正体バレたんか,1,0,1,0,0,0,0,0,0,0,0,2
530,たぬき寝入りというやつですの,1,1,0,0,0,0,0,0,0,0,0,2
531,ここ高身長細身好き多いよね,1,1,0,0,0,0,0,0,0,0,0,2
532,面白いけど全部見たことあるんだよな,2,0,0,0,0,0,0,0,0,0,0,2
533,言ってるそばから,2,0,0,0,0,0,0,0,0,0,0,2
540,ヤニ松の得意武器,0,2,0,0,0,0,0,0,0,0,0,2
542,浣腸のご指名,1,0,1,0,0,0,0,1,0,0,0,2
549,ループ素材,2,0,0,0,0,0,0,0,0,0,0,2
552,餃子王将,2,0,0,0,0,0,0,0,0,0,0,2
554,日本は来年から本番かな,2,0,0,0,0,0,0,0,0,0,0,2
560,余りにもひどいわ,0,1,1,0,0,0,0,0,0,0,0,2
561,だから【シカト】こそ有効,1,1,0,0,0,0,0,0,0,0,0,2
563,リバティーやん,2,0,0,0,0,0,0,0,0,0,0,2
564,お楽しみに,2,0,0,0,0,0,0,0,0,0,0,2
568,明日はストップ高だろ・・・,1,0,1,0,0,0,1,0,0,1,1,2
569,ホームラン狙ってけ,2,0,0,0,0,0,0,0,0,0,0,2
573,服を買いに行く服がないんか,2,0,0,0,0,0,0,0,0,0,0,2
582,中国が電力不足ってのがデマって可能性も,1,0,1,0,0,1,0,0,0,0,1,2
583,エロい意味だろ,0,1,1,0,1,0,0,2,0,0,0,2
587,延長ないし,2,0,0,0,0,0,0,0,0,0,0,2
589,マジか,2,0,0,0,0,0,0,0,0,0,0,2
591,そこで外人当てることができたら,1,0,1,0,0,1,0,0,0,0,0,2
594,会えよ,2,0,0,0,0,0,0,0,0,0,0,2
595,図星か落ち着いて,1,0,1,0,0,0,1,0,0,0,0,2
600,いろはに千鳥…,2,0,0,0,0,0,0,0,0,0,0,2
601,高度成長の前に逆戻り,2,0,0,0,0,0,0,0,0,0,0,2
602,まだ撮影してないっぽいよね,2,0,0,0,0,0,0,0,0,0,0,2
605,母子家庭なら医療費タダなのに・・・,2,0,0,0,0,1,0,0,0,0,0,2
606,雑にいくなや,2,0,0,0,0,0,0,0,0,0,0,2
608,彼女との記念日とか海外旅行とか会社の金でとかいろいろあるやろ,2,0,0,0,0,0,0,0,0,0,0,2
610,たぶん自宅学習より他人が介入したほうがやる気出るタイプだから探してみる,2,0,0,0,0,0,0,0,0,0,0,2
612,焼きもち焼いてかわいい,2,0,0,0,0,0,0,0,0,0,0,2
613,エイトワードは楽しみにしてる。,2,0,0,0,0,0,0,0,0,0,0,2
614,余のいい悲鳴が聞けた余,2,0,0,0,0,0,0,0,0,0,0,2
617,応援しとるぞ,2,0,0,0,0,0,0,0,0,0,0,2
618,金持ちが税金対策で買う車でしょ,1,0,1,0,0,1,1,0,0,0,1,2
619,投手は良さそうに見える不思議,2,0,0,0,0,0,0,0,0,0,0,2
627,架空の人数だから,2,0,0,0,0,0,0,0,0,0,0,2
628,埼玉県の要請でそうせざるを得ない,2,0,0,0,0,0,0,0,0,0,0,2
630,今日はもう終わりです,2,0,0,0,0,0,0,0,0,0,0,2
631,ヨコヨコだな、,2,0,0,0,0,0,0,0,0,0,0,2
632,高コスト払うならこっちから広域撃った方が気持ちいいからね仕方ないね,2,0,0,0,0,0,0,0,0,0,0,2
633,ソニー,2,0,0,0,0,0,0,0,0,0,0,2
636,大スポンサー来た,2,0,0,0,0,0,0,0,0,0,0,2
639,希望の党に投票したワシと仲間やな,2,0,0,0,0,0,0,0,0,0,0,2
643,鳥が猫犬選挙してます…,2,0,0,0,0,0,0,0,0,0,0,2
645,いつまで税金使うつもりだよ,1,1,0,0,0,0,0,0,0,0,1,2
646,って言われるんだろうな,2,0,0,0,0,0,0,0,0,0,0,2
649,日本はまず電子決済を勧めなさいよ,2,0,0,0,0,0,0,0,0,0,0,2
650,台湾は独立した国だろ。,0,2,0,0,0,1,0,0,0,0,2,2
651,鼻が詰まってて何食べても美味しさ半減で悲しいのよ,2,0,0,0,0,0,0,0,0,0,0,2
653,何たるのかを,2,0,0,0,0,0,0,0,0,0,0,2
654,そんなに買ってないのに,2,0,0,0,0,0,0,0,0,0,0,2
655,会長の趣味みたいなもんやからそんな損得勘定はしてないと思う,2,0,0,0,0,0,0,0,0,0,0,2
657,もうそろそろ昆虫少女とか来てもいいと思うの,2,0,0,0,0,0,0,0,0,0,0,2
659,しかみたいなやつね,2,0,0,0,0,0,0,0,0,0,0,2
664,何も解決出来てないと思うが。,2,0,0,0,0,0,0,0,0,0,0,2
666,うわぁ早めに全部買った,2,0,0,0,0,0,0,0,0,0,0,2
667,チョーガンバっ,1,1,0,0,0,0,0,0,0,0,0,2
669,これ漫画でどうやって表現してんねん,2,0,0,0,0,0,0,0,0,0,0,2
679,何日かサボっても全回収できるなんて優しいにゃ,2,0,0,0,0,0,0,0,0,0,0,2
681,地元主導で,2,0,0,0,0,0,0,0,0,0,0,2
687,ソトやる気なさすぎやろ,2,0,0,0,0,0,0,0,0,0,0,2
690,ダメな漫画家みたいにいきなりデカい風呂敷広げすぎなんだよ,2,0,0,0,0,0,0,0,0,0,0,2
691,無能,0,0,2,0,0,0,2,0,0,0,0,2
692,虫に見えないんだが…,2,0,0,0,0,0,0,0,0,0,0,2
693,あるさまが億万長者になるってことだよ,2,0,0,0,0,0,0,0,0,0,0,2
696,これは違うだろ,2,0,0,0,0,0,0,0,0,0,0,2
698,おいまたテロ,1,1,0,0,0,0,0,0,0,1,0,2
699,うまい,2,0,0,0,0,0,0,0,0,0,0,2
700,ブラック勤め時代に営業先で水と塩ぶっかけられた事だけは知ってる,1,1,0,0,0,0,2,0,0,0,0,2
701,放火殺人の犯人が捕まってない恐怖,2,0,0,0,0,0,1,0,0,0,0,2
704,やっぱり比率よな,2,0,0,0,0,0,0,0,0,0,0,2
705,それだけ嫉妬が隠せないってことだね,2,0,0,0,0,0,0,0,0,0,0,2
707,もうマスク外す人はおらへんから大丈夫やろ,2,0,0,0,0,0,0,0,0,0,0,2
708,ニューヨークとタメを張る素晴らしい出来,2,0,0,0,0,0,0,0,0,0,0,2
710,総集編きたわ,2,0,0,0,0,0,0,0,0,0,0,2
711,王将戦の最年少挑戦記録も更新されちゃったな,2,0,0,0,0,0,0,0,0,0,0,2
712,どうせ作業なんやし,2,0,0,0,0,0,0,0,0,0,0,2
714,無事にツアーが始まって、声とセトリがよかったら一般で買うかも,2,0,0,0,0,0,0,0,0,0,0,2
716,これが最年長はあかんやろ,1,1,0,0,0,1,1,0,0,0,0,2
717,いつ成長するんだろ,2,0,0,0,0,0,0,0,0,0,0,2
721,男前だよな,2,0,0,0,0,0,0,0,0,0,0,2
722,監禁で元気になるの草,2,0,0,0,0,0,0,0,0,0,0,2
724,邪神で草,2,0,0,0,0,0,0,0,0,0,0,2
727,ええけどやっぱ肩やね日本人はここがウィークポイント過ぎる,1,1,0,0,0,1,0,0,0,0,0,2
730,イオン行ったら子供多いしすごい混んでてびびったわ,2,0,0,0,0,0,0,0,0,0,0,2
731,高騰て,2,0,0,0,0,0,0,0,0,0,0,2
732,ほっぺの肉が削げるから,1,1,0,0,0,0,1,0,0,0,0,2
733,大丈夫じゃない,2,0,0,0,0,0,0,0,0,0,0,2
735,サラダ油から進歩したやん,2,0,0,0,0,0,0,0,0,0,0,2
741,いくつもの罪を繰り返しちゃうんですね,1,1,0,0,0,0,0,0,0,1,0,2
743,京都人何様なのお,1,0,1,0,0,0,1,0,0,0,0,2
744,それがいいわ,2,0,0,0,0,0,0,0,0,0,0,2
745,王位戦勝ち上がってるからそのままいければ来年,2,0,0,0,0,0,0,0,0,0,0,2
748,売っても中古になるし,2,0,0,0,0,0,0,0,0,0,0,2
749,本人顔見せはしてないが,2,0,0,0,0,0,0,0,0,0,0,2
750,二重国籍ですらない,1,1,0,0,0,1,0,0,0,0,0,2
752,目が合った,2,0,0,0,0,0,0,0,0,0,0,2
753,おばあちゃんかわいい,2,0,0,0,0,0,0,0,0,0,0,2
755,イエス。,2,0,0,0,0,0,0,0,0,0,0,2
759,本気の孕ませ汁を注入するしかない,0,0,1,1,2,0,0,2,0,0,0,2
760,認定厨は養護学校中退,0,0,0,2,0,2,1,0,1,0,0,2
762,辞めちまえば終わりが雇われ社長,2,0,0,0,0,0,0,0,0,0,0,2
764,キャリア間エラー発生しちゃった再度トライ,2,0,0,0,0,0,0,0,0,0,0,2
771,蛇足オナニーを始めるとどんどん本質から遠ざかるだけだ,0,1,1,0,1,0,1,1,0,0,0,2
772,別に,2,0,0,0,0,0,0,0,0,0,0,2
774,膝の上に登山とか,2,0,0,0,0,0,0,0,0,0,0,2
776,この店なら余裕だが,2,0,0,0,0,0,0,0,0,0,0,2
782,え白南も遠ま,2,0,0,0,0,0,0,0,0,0,0,2
784,腕組んじゃって,2,0,0,0,0,0,0,0,0,0,0,2
785,こいつがなんで突っかかってるのかよくわからん,2,0,0,0,0,0,0,0,0,0,0,2
789,ゆるき汚水,2,0,0,0,0,0,0,0,0,0,0,2
790,ほんと読み方に悪意しか感じない,1,0,1,0,0,0,1,0,0,0,0,2
792,艦長成長しているな,2,0,0,0,0,0,0,0,0,0,0,2
793,ここは日本だぞ,2,0,0,0,0,0,0,0,0,0,0,2
794,消費期限のほうを伸ばせばいいのでは,2,0,0,0,0,0,0,0,0,0,0,2
798,だからお前はバカなんだと思うよ,0,0,2,0,1,0,2,0,0,0,0,2
802,泣きながら配信閉じた,2,0,0,0,0,0,0,0,0,0,0,2
804,終わりだろこのゲーム,1,1,0,0,0,0,1,0,0,0,0,2
